Défi,Livrable,Tâche,Fait le,Cat,OK
Lab Santé,SNDS - distancier - scraping,"Groupe utilisateur SNDS, nos contributions mentionnées dans l’étude sur l’accessibilité aux maternités",<2018-06-29 ven.>,C,1
Lab Santé,random,matinée de plénière présentée par la direction sur le thème DREES2021,<2018-06-29 ven.>,C,
Lab Santé,Séminaire Big Data,collective thinking pour une présentation très (trop) générale sur l’IA appliquée aux données de santé hospitalières.,<2018-06-29 ven.>,C,
Lab Santé,random,support ministère de la culture sur la valorisation de données textuelles dans enquête relative aux expos temporaires des musées nationaux.,<2018-06-29 ven.>,TP,1
BrigadeNumérique,,Mise en place base de données accessibilité des personnes à mobilité réduite,<2018-07-06 ven.>,P,
EIG Node,,Jury EIG3 et délibérations,<2018-07-06 ven.>,M,
EIG Node,,Cadrage offsite EIG2 début septembre,<2018-07-06 ven.>,M,
EIG Node,,Petit dej mentor/EIG Social Connect,<2018-07-06 ven.>,M,
EIG Node,,Participation jury Latitudes <3,<2018-07-06 ven.>,M,
EIG Link,,Modération table ronde France-UK,<2018-07-06 ven.>,S,
EIG Link,,Préparation de la mission à Haïti,<2018-07-06 ven.>,S,
EIG Link,,Présentation du défi Blue Hats,<2018-07-06 ven.>,T,
EIG Link,,Participation au jury latitudes.cc,<2018-07-06 ven.>,S,
EIG Link,,Démo day 2 au LLL,<2018-07-06 ven.>,A,
EIG Link,,Installation https://pad.eig-apps.org,<2018-07-06 ven.>,PS,
EIG Link,,Fin de configuration du serveur shiny,<2018-07-06 ven.>,P,
Lab Santé,Formation,R initiation 1 journée 14 inscrits -> 10 participants,<2018-07-06 ven.>,T,1
Lab Santé,EIG3,Préparation et soutenance,<2018-07-06 ven.>,PT,1
Lab Santé,SNDS server big data,Validation de statistiques CEPIDC,<2018-07-06 ven.>,P,1
Lab Santé,SNDS server big data,Retraitement de variables CEPIDC pour homogénéiser les séries sur 1968-2015 ,<2018-07-06 ven.>,P,1
Lab Santé,Indicateurs de santé,re-run modèles de tagging avec lemmatisation des termes en utilisant treetagger @commandline,<2018-07-06 ven.>,P,1
Lab Santé,Random,réunion SSPlab pour faire le lien INSEE-DREES sur les projets “data science”,<2018-07-06 ven.>,C,1
Lab Santé,GUEPARD,"3 exemples de documentation avec RMarkDown, Shiny et des graphes standards ggplot pour les publications DREES.",<2018-07-06 ven.>,MT,
Lab Santé,Réunion,Automatiser récup de données à partir des tableaux de garanties de complémentaires santé issus de pdf,<2018-07-06 ven.>,M,1
Lab Santé,Dictionnaire des codes,Automatiser génération du dictionnaire des codes pour la DARES à partir du questionnaire enquête,<2018-07-06 ven.>,P,1
Lab Santé,Réunion,DARES Génération du dictionnaire des codes : ajouts d’options spécifiques en fonction besoin après 1ere version,<2018-07-06 ven.>,M,1
Lab Santé,Réunion,CARE-Institution : Génération du Dictionnaire des codes CARE-I à partir d’un tableur : précision du besoin.,<2018-07-06 ven.>,M,1
Lab Santé,Réunion,CARE-Senior : Retours utilisateurs : Compléter rapport généré à partir des infos du questionnaire pour 2e version,<2018-07-06 ven.>,M,1
Lab Santé,Colloque,FranceUK digital du 6 juillet,<2018-07-06 ven.>,C,1
Lab Santé,LLL,Demoday2,<2018-07-06 ven.>,M,1
BrigadeNumérique,,"Aller/retour article blog Etalab v2 (Merci, Sophie!)",<2018-07-13 ven.>,P,
Hopkins,,"Organisation d'un « petit déjeuner Data Science ».  Introduction au matching, à la théorie des graphes, au machine learning et présentation de Graph Explorer",<2018-07-13 ven.>,C,
Hopkins,,Rencontre avec la DRM,<2018-07-13 ven.>,C,
Hopkins,Graph Explorer,amélioration des transitions entre deux états du graphe. Publication d’un  [[https://bl.ocks.org/benoitguigal/e11a791079318b7ff6ecde9a6464801d][bl.ocks]],<2018-07-13 ven.>,P,
Hopkins,Graph Explorer,Ajout de drapeaux pays sur les noeuds,<2018-07-13 ven.>,P,
Hopkins,,Benchmarking de Gephi (open source) comme alternative à IBM Analyst Notebook (propriétaire et cher!),<2018-07-13 ven.>,A,
Hopkins,,Installation de JanusGraph + chargement des données,<2018-07-13 ven.>,I,
Hopkins,,Évaluation des plus grands groupes du matching complet,<2018-07-13 ven.>,P,
Hopkins,,Début mise en place d'un système de flag des anomalies pour empêcher le matching sur les anomalies,<2018-07-13 ven.>,P,
Hopkins,,"Évaluation des individus d'intérêt non connus les mieux scorés, beaucoup sont déjà connus => retour à l'étape de matching pour l'améliorer",<2018-07-13 ven.>,P,
Lab Santé,appariement FINESS-SIRENE,Corriger SIRET+APE avec la base SIRENE,<2018-07-13 ven.>,PT,1
Lab Santé,appariement FINESS-SIRENE,chargement SIRENE géocodé de C. Quest et base FINESS sur le serveur big data,<2018-07-13 ven.>,PT,-1
Lab Santé,Passage SAS -> R/Python,3 EIG interviewés par 3 chefs de bureaux chargés de construire la stratégie de sortie de SAS à la DREES,<2018-07-13 ven.>,TC,1
Lab Santé,Indicateurs de santé,Présentation méthodologie active learning + xgboost + ngram à la sous-direction Santé de la DREES,<2018-07-13 ven.>,P,1
Lab Santé,SNDS server big data,Définition de besoin pour carto leaflet => monter un serveur OSM Tiles sur le serveur,<2018-07-13 ven.>,P,1
Lab Santé,SNDS server big data,Etude du risque d’appariement CEPIDC (causes médicales de décès) vs PMSI+SNIIRAM,<2018-07-13 ven.>,P,1
Lab Santé,Open Data PMSI allégé,Récupération (tuilage) du projet d’un data scientist sortant,<2018-07-13 ven.>,P,1
Lab Santé,Dictionnaire des codes,DARES Génération du rapport à partir du questionnaire enquête,<2018-07-13 ven.>,P,1
Lab Santé,Réunion,Automatiser la récupération de données à partir des tableaux de garanties de différentes complémentaires santé,<2018-07-13 ven.>,M,1
Lab Santé,POC,"Tests avec différentes lib python : pdfminer, pdftabextract, pypdf2xml",<2018-07-13 ven.>,P,
Lab Santé,Participation,Etalab talk + demo transports,<2018-07-13 ven.>,C,1
BrigadeNumérique,,Atelier Wikidata,<2018-07-20 ven.>,D,
EIG Node,,Rencontre team Coach Elèves et le Lab 110bis (super discussion sur les aspects « communauté »/ « communs » du coach),<2018-07-20 ven.>,T,
EIG Node,,"Entretiens avec des administrations candidates à EIG3 non retenues, recherches d’options alternatives",<2018-07-20 ven.>,T,
EIG Node,,Rédaction de blogposts et autres mémo,<2018-07-20 ven.>,P,
EIG Node,,Sprint site de Sophie et Bastien,<2018-07-20 ven.>,P,
EIG Node,,Design review aux Gobelins,<2018-07-20 ven.>,A,
EIG Node,,Publication des défis EIG3 retenus,<2018-07-20 ven.>,C,
EIG Node,,Préparation du calendrier de rentrée !!!,<2018-07-20 ven.>,M,
EIG Link,,Présentation du programme EIG aux RMLL,<2018-07-20 ven.>,C,
EIG Link,,Participation Étalab talk NosSystèmes,<2018-07-20 ven.>,A,
EIG Link,,"Participation présentation ""transports""",<2018-07-20 ven.>,A,
EIG Link,,Réunions de travail CoachÉlève,<2018-07-20 ven.>,P,
EIG Link,,Installation discussion.eig-apps.org,<2018-07-20 ven.>,P,
EIG Link,,Session avec les mentors,<2018-07-20 ven.>,P,
EIG Link,,Prise de contact prestataire cloudron.org,<2018-07-20 ven.>,M,
EIG Link,,Début de contenu pour accueil-eig.org,<2018-07-20 ven.>,P,
EIG Link,,Mise en ligne des présentations,<2018-07-20 ven.>,P,
EIG Link,,Atelier design review aux Gobelins,<2018-07-20 ven.>,AP,
EIG Link,,Point B@liseNav,<2018-07-20 ven.>,P,
EIG Link,,Mises à jour sur le site web,<2018-07-20 ven.>,P,
EIG Link,,Préparation séjour Haïti (annulé),<2018-07-20 ven.>,P,
Gobelins,,Retro planning commun jusqu’à décembre,<2018-07-20 ven.>,M,
Gobelins,,Design review,<2018-07-20 ven.>,M,
Gobelins,,Aide au service de la communication,<2018-07-20 ven.>,A,
Gobelins,,Réunion avec la direction / présentation nouveau directeur des collections,<2018-07-20 ven.>,M,
Gobelins,,Tour des 15 ateliers pour présenter le projet et récolter les accords pour wikipedia et streetview,<2018-07-20 ven.>,M,
Gobelins,,Poursuite maquette,<2018-07-20 ven.>,P,
Gobelins,,Collecte des images didactiques par Kenza (stagiaire),<2018-07-20 ven.>,P,
Gobelins,,Dernières modifications de la classification d’objets,<2018-07-20 ven.>,P,
Gobelins,,Mapping de la classification objet,<2018-07-20 ven.>,P,
Gobelins,,"Setup du frontend (typo, grilles, couleurs, etc)",<2018-07-20 ven.>,P,
Gobelins,,"Choix d’architecture BE/FE pour l’app des collections (hybride React client-side, Blade SSR).",<2018-07-20 ven.>,P,
Prévisecours,,Refacto pipe DSS,<2018-07-20 ven.>,P,
Prévisecours,,Automatisation des pipes,<2018-07-20 ven.>,P,
Prévisecours,,"Finalisation des prédictions à la semaine pour Accidents, Incendies et Secours a Personne, par commune et zone de couverture",<2018-07-20 ven.>,P,
Prévisecours,,Publication de l'inerface V0 pour visualiser ces predictions,<2018-07-20 ven.>,P,
Prévisecours,,Travail sur les agrégations au mois,<2018-07-20 ven.>,P,
Prévisecours,,Scriptage des écritures dans ES (pour plus de maitrise que DSS ne le permet avec un simple sync),<2018-07-20 ven.>,P,
Prévisecours,,Call avec le responsable IT des pompiers de l'Essonne pour amorcer la mise en place de l'automatisation de la mise à jour de leurs données,<2018-07-20 ven.>,P,
Prévisecours,,Contact avec des pompiers du Vaucluse,<2018-07-20 ven.>,P,
Prévisecours,,Contact avec le prefet en charge du projet NexSIS,<2018-07-20 ven.>,P,
Prévisecours,,Placer les casernes sur leurs zones de couverture,<2018-07-20 ven.>,P,
BrigadeNumérique,,"Réunions hébergement de l'outil prise de RDV avec la DILA, gendarmerie",<2018-07-27 ven.>,M,
BrigadeNumérique,,"Réunions ouverture des horaires d'accueil en brigade: gendarmerie, web geo service (google maps)",<2018-08-03 ven.>,M,
